CREATION_DATE,PAYMENT_IN_USD,Transaction_Type
2019-05-12 00:00:00,27582540,product purchase
2019-05-13 00:00:00,18336492,product purchase
2019-05-14 00:00:00,18083125,product purchase
2019-05-15 00:00:00,19142787,product purchase
2019-05-16 00:00:00,25460033,product purchase
2019-05-17 00:00:00,30778914,product purchase
2019-05-18 00:00:00,32418421,product purchase
2019-05-19 00:00:00,26428408,product purchase
2019-05-20 00:00:00,18106279,product purchase
2019-05-21 00:00:00,18461809,product purchase
2019-05-22 00:00:00,22561361,product purchase
2019-05-23 00:00:00,23168055,product purchase
2019-05-24 00:00:00,27072433,product purchase
2019-05-25 00:00:00,27017665,product purchase
2019-05-26 00:00:00,23659632,product purchase
2019-05-27 00:00:00,21070957,product purchase
2019-05-28 00:00:00,19363367,product purchase
2019-05-29 00:00:00,20835829,product purchase
2019-05-30 00:00:00,23861016,product purchase
2019-05-31 00:00:00,27310323,product purchase
2019-06-01 00:00:00,32709220,product purchase
2019-06-02 00:00:00,26446585,product purchase
2019-06-03 00:00:00,18958677,product purchase
2019-06-04 00:00:00,22376371,product purchase
2019-06-05 00:00:00,22163950,product purchase
2019-06-06 00:00:00,20910544,product purchase
2019-06-07 00:00:00,38687993,product purchase
2019-06-08 00:00:00,41697446,product purchase
2019-06-09 00:00:00,35501704,product purchase
2019-06-10 00:00:00,28310191,product purchase
2019-06-11 00:00:00,26929711,product purchase
2019-06-12 00:00:00,26304994,product purchase
2019-06-13 00:00:00,23498521,product purchase
2019-06-14 00:00:00,32976677,product purchase
2019-06-15 00:00:00,35484118,product purchase
2019-06-16 00:00:00,35230109,product purchase
2019-06-17 00:00:00,29765277,product purchase
2019-06-18 00:00:00,18083434,product purchase
2019-06-19 00:00:00,18560960,product purchase
2019-06-20 00:00:00,22486036,product purchase
2019-06-21 00:00:00,25744206,product purchase
2019-06-22 00:00:00,27590218,product purchase
2019-06-23 00:00:00,22295361,product purchase
2019-06-24 00:00:00,17648898,product purchase
2019-06-25 00:00:00,21571547,product purchase
2019-06-26 00:00:00,20114233,product purchase
2019-06-27 00:00:00,26436355,product purchase
2019-06-28 00:00:00,28688767,product purchase
2019-06-29 00:00:00,27012308,product purchase
2019-06-30 00:00:00,23644286,product purchase
2019-07-01 00:00:00,21413354,product purchase
2019-07-02 00:00:00,22811286,product purchase
2019-07-03 00:00:00,25027016,product purchase
2019-07-04 00:00:00,24737090,product purchase
2019-07-05 00:00:00,25416404,product purchase
2019-07-06 00:00:00,25227339,product purchase
2019-07-07 00:00:00,23485597,product purchase
2019-07-08 00:00:00,18695637,product purchase
2019-07-09 00:00:00,18167334,product purchase
2019-07-10 00:00:00,22253323,product purchase
2019-07-11 00:00:00,19478371,product purchase
2019-07-12 00:00:00,20644449,product purchase
2019-07-13 00:00:00,24145770,product purchase
2019-07-14 00:00:00,20684863,product purchase
2019-07-15 00:00:00,17917261,product purchase
2019-07-16 00:00:00,17100170,product purchase
2019-07-17 00:00:00,17644789,product purchase
2019-07-18 00:00:00,23922146,product purchase
2019-07-19 00:00:00,24587580,product purchase
2019-07-20 00:00:00,26232502,product purchase
2019-07-21 00:00:00,22681242,product purchase
2019-07-22 00:00:00,18038123,product purchase
2019-07-23 00:00:00,19093186,product purchase
2019-07-24 00:00:00,21549526,product purchase
2019-07-25 00:00:00,24579674,product purchase
2019-07-26 00:00:00,29705275,product purchase
2019-07-27 00:00:00,29735261,product purchase
2019-07-28 00:00:00,25766353,product purchase
2019-07-29 00:00:00,21843997,product purchase
2019-07-30 00:00:00,23965721,product purchase
2019-07-31 00:00:00,26123377,product purchase
2019-08-01 00:00:00,47121261,product purchase
2019-08-02 00:00:00,42054761,product purchase
2019-08-03 00:00:00,36177062,product purchase
2019-08-04 00:00:00,32206672,product purchase
2019-08-05 00:00:00,28029102,product purchase
2019-08-06 00:00:00,23074552,product purchase
2019-08-07 00:00:00,22664244,product purchase
2019-08-08 00:00:00,20699383,product purchase
2019-08-09 00:00:00,23862474,product purchase
2019-08-10 00:00:00,26993310,product purchase
2019-08-11 00:00:00,24888635,product purchase
2019-08-12 00:00:00,20791682,product purchase
2019-08-13 00:00:00,20777295,product purchase
2019-08-14 00:00:00,21520841,product purchase
2019-08-15 00:00:00,23321795,product purchase
2019-08-16 00:00:00,24580980,product purchase
2019-08-17 00:00:00,26180994,product purchase
2019-08-18 00:00:00,24410989,product purchase
2019-08-19 00:00:00,21093982,product purchase
2019-08-20 00:00:00,21059925,product purchase
2019-08-21 00:00:00,21713895,product purchase
2019-08-22 00:00:00,20493761,product purchase
2019-08-23 00:00:00,23141434,product purchase
2019-08-24 00:00:00,24808828,product purchase
2019-08-25 00:00:00,23592272,product purchase
2019-08-26 00:00:00,19766836,product purchase
2019-08-27 00:00:00,19464464,product purchase
2019-08-28 00:00:00,18635343,product purchase
2019-08-29 00:00:00,20221767,product purchase
2019-08-30 00:00:00,25991754,product purchase
2019-08-31 00:00:00,28866076,product purchase
2019-09-01 00:00:00,27015672,product purchase
2019-09-02 00:00:00,25774812,product purchase
2019-09-03 00:00:00,35584402,product purchase
2019-09-04 00:00:00,29915611,product purchase
2019-09-05 00:00:00,48306008,product purchase
2019-09-06 00:00:00,55487547,product purchase
2019-09-07 00:00:00,46416268,product purchase
2019-09-08 00:00:00,35455226,product purchase
2019-09-09 00:00:00,27183937,product purchase
2019-09-10 00:00:00,30436777,product purchase
2019-09-11 00:00:00,35582680,product purchase
2019-09-12 00:00:00,42175060,product purchase
2019-09-13 00:00:00,45340644,product purchase
2019-09-14 00:00:00,42547052,product purchase
2019-09-15 00:00:00,33370777,product purchase
2019-09-16 00:00:00,25182114,product purchase
2019-09-17 00:00:00,23013510,product purchase
2019-09-18 00:00:00,23765956,product purchase
2019-09-19 00:00:00,34830979,product purchase
2019-09-20 00:00:00,40060161,product purchase
2019-09-21 00:00:00,47221403,product purchase
2019-09-22 00:00:00,39340910,product purchase
2019-09-23 00:00:00,40482649,product purchase
2019-09-24 00:00:00,44548652,product purchase
2019-09-25 00:00:00,36134678,product purchase
2019-09-26 00:00:00,39424772,product purchase
2019-09-27 00:00:00,65286484,product purchase
2019-09-28 00:00:00,53207867,product purchase
2019-09-29 00:00:00,43611645,product purchase
2019-09-30 00:00:00,38058937,product purchase
2019-10-01 00:00:00,36383390,product purchase
2019-10-02 00:00:00,34064693,product purchase
2019-10-03 00:00:00,31289148,product purchase
2019-10-04 00:00:00,36448364,product purchase
2019-10-05 00:00:00,39377220,product purchase
2019-10-06 00:00:00,32500806,product purchase
2019-10-07 00:00:00,22717274,product purchase
2019-10-08 00:00:00,20532056,product purchase
2019-10-09 00:00:00,21155189,product purchase
2019-10-10 00:00:00,24474557,product purchase
2019-10-11 00:00:00,30515405,product purchase
2019-10-12 00:00:00,34341391,product purchase
2019-10-13 00:00:00,28311716,product purchase
2019-10-14 00:00:00,21944400,product purchase
2019-10-15 00:00:00,33806066,product purchase
2019-10-16 00:00:00,30243215,product purchase
2019-10-17 00:00:00,27339581,product purchase
2019-10-18 00:00:00,38810463,product purchase
2019-10-19 00:00:00,40401379,product purchase
2019-10-20 00:00:00,32643881,product purchase
2019-10-21 00:00:00,27137220,product purchase
2019-10-22 00:00:00,30666382,product purchase
2019-10-23 00:00:00,30626157,product purchase
2019-10-24 00:00:00,45355849,product purchase
2019-10-25 00:00:00,66131351,product purchase
2019-10-26 00:00:00,52886166,product purchase
2019-10-27 00:00:00,41400942,product purchase
2019-10-28 00:00:00,29592043,product purchase
2019-10-29 00:00:00,27587019,product purchase
2019-10-30 00:00:00,27438412,product purchase
2019-10-31 00:00:00,46933222,product purchase
2019-11-01 00:00:00,41369127,product purchase
2019-11-02 00:00:00,39878991,product purchase
2019-11-03 00:00:00,29946995,product purchase
2019-11-04 00:00:00,22263478,product purchase
2019-11-05 00:00:00,21404490,product purchase
2019-11-06 00:00:00,23013872,product purchase
2019-11-07 00:00:00,27998521,product purchase
2019-11-08 00:00:00,43962583,product purchase
2019-11-09 00:00:00,44440454,product purchase
2019-11-10 00:00:00,34035629,product purchase
2019-11-11 00:00:00,25616000,product purchase
2019-11-12 00:00:00,18189001,product purchase
2019-11-13 00:00:00,18898537,product purchase
2019-11-14 00:00:00,23840630,product purchase
2019-11-15 00:00:00,34480553,product purchase
2019-11-16 00:00:00,35865968,product purchase
2019-11-17 00:00:00,27731202,product purchase
2019-11-18 00:00:00,17854787,product purchase
2019-11-19 00:00:00,15850606,product purchase
2019-11-20 00:00:00,17488300,product purchase
2019-11-21 00:00:00,19709020,product purchase
2019-11-22 00:00:00,34121278,product purchase
2019-11-23 00:00:00,42788209,product purchase
2019-11-24 00:00:00,35018107,product purchase
2019-11-25 00:00:00,25845153,product purchase
2019-11-26 00:00:00,23073670,product purchase
2019-11-27 00:00:00,28322625,product purchase
2019-11-28 00:00:00,34324678,product purchase
2019-11-29 00:00:00,82926993,product purchase
2019-11-30 00:00:00,66300108,product purchase
2019-12-01 00:00:00,52566721,product purchase
2019-12-02 00:00:00,38341476,product purchase
2019-12-03 00:00:00,28289286,product purchase
2019-12-04 00:00:00,23978095,product purchase
2019-12-05 00:00:00,23007664,product purchase
2019-12-06 00:00:00,34785819,product purchase
2019-12-07 00:00:00,40003372,product purchase
2019-12-08 00:00:00,34855986,product purchase
2019-12-09 00:00:00,22589992,product purchase
2019-12-10 00:00:00,20400120,product purchase
2019-12-11 00:00:00,20693646,product purchase
2019-12-12 00:00:00,22667427,product purchase
2019-12-13 00:00:00,37821627,product purchase
2019-12-14 00:00:00,43099726,product purchase
2019-12-15 00:00:00,33729836,product purchase
2019-12-16 00:00:00,25293405,product purchase
2019-12-17 00:00:00,20444403,product purchase
2019-12-18 00:00:00,21203769,product purchase
2019-12-19 00:00:00,23908392,product purchase
2019-12-20 00:00:00,40012174,product purchase
2019-12-21 00:00:00,48354680,product purchase
2019-12-22 00:00:00,42615981,product purchase
2019-12-23 00:00:00,49940361,product purchase
2019-12-24 00:00:00,59320287,product purchase
2019-12-25 00:00:00,106953959,product purchase
2019-12-26 00:00:00,77580419,product purchase
2019-12-27 00:00:00,63279061,product purchase
2019-12-28 00:00:00,53626127,product purchase
2019-12-29 00:00:00,45194708,product purchase
2019-12-30 00:00:00,42564924,product purchase
2019-12-31 00:00:00,42088575,product purchase
2020-01-01 00:00:00,41267135,product purchase
2020-01-02 00:00:00,37362925,product purchase
2020-01-03 00:00:00,38738311,product purchase
2020-01-04 00:00:00,41610836,product purchase
2020-01-05 00:00:00,36840240,product purchase
2020-01-06 00:00:00,43891440,product purchase
2020-01-07 00:00:00,33450031,product purchase
2020-01-08 00:00:00,28073150,product purchase
2020-01-09 00:00:00,31932160,product purchase
2020-01-10 00:00:00,36343815,product purchase
2020-01-11 00:00:00,41770071,product purchase
2020-01-12 00:00:00,36401098,product purchase
2020-01-13 00:00:00,25899015,product purchase
2020-01-14 00:00:00,22596702,product purchase
2020-01-15 00:00:00,21306757,product purchase
2020-01-16 00:00:00,23918295,product purchase
2020-01-17 00:00:00,36847431,product purchase
2020-01-18 00:00:00,36952546,product purchase
2020-01-19 00:00:00,28504169,product purchase
2020-01-20 00:00:00,21557922,product purchase
2020-01-21 00:00:00,20507752,product purchase
2020-01-22 00:00:00,21311427,product purchase
2020-01-23 00:00:00,24652028,product purchase
2020-01-24 00:00:00,27186925,product purchase
2020-01-25 00:00:00,31557215,product purchase
2020-01-26 00:00:00,26531403,product purchase
2020-01-27 00:00:00,18942552,product purchase
2020-01-28 00:00:00,16759065,product purchase
2020-01-29 00:00:00,17141632,product purchase
2020-01-30 00:00:00,18959431,product purchase
2020-01-31 00:00:00,30274348,product purchase
2020-02-01 00:00:00,37500551,product purchase
2020-02-02 00:00:00,30714113,product purchase
2020-02-03 00:00:00,21861014,product purchase
2020-02-04 00:00:00,19553831,product purchase
2020-02-05 00:00:00,24382419,product purchase
2020-02-06 00:00:00,26150003,product purchase
2020-02-07 00:00:00,32854494,product purchase
2020-02-08 00:00:00,34998621,product purchase
2020-02-09 00:00:00,29505283,product purchase
2020-02-10 00:00:00,20419243,product purchase
2020-02-11 00:00:00,21298336,product purchase
2020-02-12 00:00:00,26178989,product purchase
2020-02-13 00:00:00,24154910,product purchase
2020-02-14 00:00:00,31922482,product purchase
2020-02-15 00:00:00,37525534,product purchase
2020-02-16 00:00:00,30078503,product purchase
2020-02-17 00:00:00,22834491,product purchase
2020-02-18 00:00:00,21326151,product purchase
2020-02-19 00:00:00,24101680,product purchase
2020-02-20 00:00:00,37411390,product purchase
2020-02-21 00:00:00,38410980,product purchase
2020-02-22 00:00:00,38765534,product purchase
2020-02-23 00:00:00,31404956,product purchase
2020-02-24 00:00:00,21952443,product purchase
2020-02-25 00:00:00,23271468,product purchase
2020-02-26 00:00:00,25677258,product purchase
2020-02-27 00:00:00,26995035,product purchase
2020-02-28 00:00:00,34430013,product purchase
2020-02-29 00:00:00,39124921,product purchase
2020-03-01 00:00:00,33813798,product purchase
2020-03-02 00:00:00,25221313,product purchase
2020-03-03 00:00:00,26705069,product purchase
2020-03-04 00:00:00,28708575,product purchase
2020-03-05 00:00:00,27340907,product purchase
2020-03-06 00:00:00,30556447,product purchase
2020-03-07 00:00:00,32988042,product purchase
2020-03-08 00:00:00,28809857,product purchase
2020-03-09 00:00:00,21332037,product purchase
2020-03-10 00:00:00,23958130,product purchase
2020-03-11 00:00:00,24194741,product purchase
2020-03-12 00:00:00,28294147,product purchase
2020-03-13 00:00:00,39120113,product purchase
2020-03-14 00:00:00,43661284,product purchase
2020-03-15 00:00:00,39186783,product purchase
2020-03-16 00:00:00,34408741,product purchase
2020-03-17 00:00:00,37259572,product purchase
2020-03-18 00:00:00,41907256,product purchase
2020-03-19 00:00:00,44312518,product purchase
2020-03-20 00:00:00,52300440,product purchase
2020-03-21 00:00:00,55710290,product purchase
2020-03-22 00:00:00,47596940,product purchase
2020-03-23 00:00:00,39352625,product purchase
2020-03-24 00:00:00,39458231,product purchase
2020-03-25 00:00:00,43677481,product purchase
2020-03-26 00:00:00,46740490,product purchase
2020-03-27 00:00:00,60123587,product purchase
2020-03-28 00:00:00,62470100,product purchase
2020-03-29 00:00:00,51924929,product purchase
2020-03-30 00:00:00,43749152,product purchase
2020-03-31 00:00:00,52006675,product purchase
2020-04-01 00:00:00,69706078,product purchase
2020-04-02 00:00:00,67989356,product purchase
2020-04-03 00:00:00,76039498,product purchase
2020-04-04 00:00:00,71558698,product purchase
2020-04-05 00:00:00,57249026,product purchase
2020-04-06 00:00:00,49566583,product purchase
2020-04-07 00:00:00,48362458,product purchase
2020-04-08 00:00:00,65056140,product purchase
2020-04-09 00:00:00,73241639,product purchase
2020-04-10 00:00:00,80325388,product purchase
2020-04-11 00:00:00,67560571,product purchase
2020-04-12 00:00:00,67077232,product purchase
2020-04-13 00:00:00,48031591,product purchase
2020-04-14 00:00:00,46334906,product purchase
2020-04-15 00:00:00,55118397,product purchase
2020-04-16 00:00:00,53356042,product purchase
2020-04-17 00:00:00,60317171,product purchase
2020-04-18 00:00:00,60680735,product purchase
2020-04-19 00:00:00,49995870,product purchase
2020-04-20 00:00:00,40572374,product purchase
2020-04-21 00:00:00,40688951,product purchase
2020-04-22 00:00:00,57284609,product purchase
2020-04-23 00:00:00,47290302,product purchase
2020-04-24 00:00:00,64538035,product purchase
2020-04-25 00:00:00,63158895,product purchase
2020-04-26 00:00:00,51916450,product purchase
2020-04-27 00:00:00,43622607,product purchase
2020-04-28 00:00:00,48046457,product purchase
2020-04-29 00:00:00,48868841,product purchase
2020-04-30 00:00:00,55126171,product purchase
2020-05-01 00:00:00,66163200,product purchase
2020-05-02 00:00:00,62876980,product purchase
2020-05-03 00:00:00,52206229,product purchase
2020-05-04 00:00:00,42186314,product purchase
2020-05-05 00:00:00,44826592,product purchase
2020-05-06 00:00:00,43923039,product purchase
2020-05-07 00:00:00,44646917,product purchase
2020-05-08 00:00:00,50777843,product purchase
2020-05-09 00:00:00,46715820,product purchase
2020-05-10 00:00:00,40235390,product purchase
2020-05-11 00:00:00,34901729,product purchase
2020-05-12 00:00:00,37833167,product purchase
2020-05-13 00:00:00,42442569,product purchase
2020-05-14 00:00:00,42302247,product purchase
2020-05-15 00:00:00,49496399,product purchase
2020-05-16 00:00:00,49834255,product purchase
2020-05-17 00:00:00,40945268,product purchase
2020-05-18 00:00:00,34534465,product purchase
2020-05-19 00:00:00,35170018,product purchase
2020-05-20 00:00:00,36918027,product purchase
2020-05-21 00:00:00,37245286,product purchase
2020-05-22 00:00:00,50626749,product purchase
2020-05-23 00:00:00,45886273,product purchase
2020-05-24 00:00:00,43354450,product purchase
2020-05-25 00:00:00,35956852,product purchase
2020-05-26 00:00:00,37683696,product purchase
2020-05-27 00:00:00,52572313,product purchase
2020-05-28 00:00:00,41749964,product purchase
2020-05-29 00:00:00,45894050,product purchase
2020-05-30 00:00:00,46226990,product purchase
2020-05-31 00:00:00,37546669,product purchase
2020-06-01 00:00:00,34735890,product purchase
2020-06-02 00:00:00,31947232,product purchase
2020-06-03 00:00:00,44507449,product purchase
2020-06-04 00:00:00,44906682,product purchase
2020-06-05 00:00:00,48845203,product purchase
2020-06-06 00:00:00,48721471,product purchase
2020-06-07 00:00:00,40903253,product purchase
2020-06-08 00:00:00,34255367,product purchase
2020-06-09 00:00:00,36662962,product purchase
2020-06-10 00:00:00,39884425,product purchase
2020-06-11 00:00:00,54976598,product purchase
2020-06-12 00:00:00,57272685,product purchase
2020-06-13 00:00:00,50394887,product purchase
2020-06-14 00:00:00,44471780,product purchase
2020-06-15 00:00:00,41851839,product purchase
2020-06-16 00:00:00,46269921,product purchase
2020-06-17 00:00:00,68550401,product purchase
2020-06-18 00:00:00,63243342,product purchase
2020-06-19 00:00:00,63458018,product purchase
2020-06-20 00:00:00,45313325,product purchase
2020-06-21 00:00:00,36834395,product purchase
2020-06-22 00:00:00,32831306,product purchase
2020-06-23 00:00:00,38383205,product purchase
2020-06-24 00:00:00,36031180,product purchase
2020-06-25 00:00:00,36106892,product purchase
2020-06-26 00:00:00,36938174,product purchase
2020-06-27 00:00:00,36071375,product purchase
2020-06-28 00:00:00,44164697,product purchase
2020-06-29 00:00:00,32412304,product purchase
2020-06-30 00:00:00,31794844,product purchase
2020-07-01 00:00:00,33231591,product purchase
2020-07-02 00:00:00,33770406,product purchase
2020-07-03 00:00:00,45044223,product purchase
2020-07-04 00:00:00,36972523,product purchase
2020-07-05 00:00:00,32043327,product purchase
2020-07-06 00:00:00,32959767,product purchase
2020-07-07 00:00:00,33430647,product purchase
2020-07-08 00:00:00,33069980,product purchase
2020-07-09 00:00:00,32157028,product purchase
2020-07-10 00:00:00,42437977,product purchase
2020-07-11 00:00:00,39032110,product purchase
2020-07-12 00:00:00,34622416,product purchase
2020-07-13 00:00:00,31082996,product purchase
2020-07-14 00:00:00,33007184,product purchase
2020-07-15 00:00:00,35803250,product purchase
2020-07-16 00:00:00,41970311,product purchase
2020-07-17 00:00:00,49538687,product purchase
2020-07-18 00:00:00,45177291,product purchase
2020-07-19 00:00:00,35694707,product purchase
2020-07-20 00:00:00,30031623,product purchase
2020-07-21 00:00:00,30687144,product purchase
2020-07-22 00:00:00,38817806,product purchase
2020-07-23 00:00:00,41450615,product purchase
2020-07-24 00:00:00,39052518,product purchase
2020-07-25 00:00:00,38228305,product purchase
2020-07-26 00:00:00,33922234,product purchase
2020-07-27 00:00:00,30575213,product purchase
2020-07-28 00:00:00,34281324,product purchase
2020-07-29 00:00:00,32626088,product purchase
2020-07-30 00:00:00,32257141,product purchase
2020-07-31 00:00:00,39137199,product purchase
2020-08-01 00:00:00,49752096,product purchase
2020-08-02 00:00:00,37211619,product purchase
2020-08-03 00:00:00,33158657,product purchase
2020-08-04 00:00:00,30087103,product purchase
2020-08-05 00:00:00,46906005,product purchase
2020-08-06 00:00:00,37283554,product purchase
2020-08-07 00:00:00,39054444,product purchase
2020-08-08 00:00:00,38734880,product purchase
2020-08-09 00:00:00,34019188,product purchase
2020-08-10 00:00:00,30155445,product purchase
2020-08-11 00:00:00,30929423,product purchase
2020-08-12 00:00:00,30500908,product purchase
2020-08-13 00:00:00,36537675,product purchase
2020-08-14 00:00:00,37135873,product purchase
2020-08-15 00:00:00,41939954,product purchase
2020-08-16 00:00:00,37035905,product purchase
2020-08-17 00:00:00,29981863,product purchase
2020-08-18 00:00:00,34880520,product purchase
2020-08-19 00:00:00,31941188,product purchase
2020-08-20 00:00:00,31327806,product purchase
2020-08-21 00:00:00,34682723,product purchase
2020-08-22 00:00:00,35353448,product purchase
2020-08-23 00:00:00,31659251,product purchase
2020-08-24 00:00:00,28558639,product purchase
2020-08-25 00:00:00,32184953,product purchase
2020-08-26 00:00:00,40103091,product purchase
2020-08-27 00:00:00,54345243,product purchase
2020-08-28 00:00:00,52557594,product purchase
2020-08-29 00:00:00,47988561,product purchase
2020-08-30 00:00:00,40688684,product purchase
2020-08-31 00:00:00,34739531,product purchase
2020-09-01 00:00:00,37787981,product purchase
2020-09-02 00:00:00,39929238,product purchase
2020-09-03 00:00:00,49196771,product purchase
2020-09-04 00:00:00,75176715,product purchase
2020-09-05 00:00:00,61358352,product purchase
2020-09-06 00:00:00,48991763,product purchase
2020-09-07 00:00:00,39486943,product purchase
2020-09-08 00:00:00,33577767,product purchase
2020-09-09 00:00:00,31944038,product purchase
2020-09-10 00:00:00,32643534,product purchase
2020-09-11 00:00:00,40829797,product purchase
2020-09-12 00:00:00,40650804,product purchase
2020-09-13 00:00:00,34075471,product purchase
2020-09-14 00:00:00,26511970,product purchase
2020-09-15 00:00:00,29209518,product purchase
2020-09-16 00:00:00,31754682,product purchase
2020-09-17 00:00:00,32194435,product purchase
2020-09-18 00:00:00,32936703,product purchase
2020-09-19 00:00:00,38749780,product purchase
2020-09-20 00:00:00,31908219,product purchase
2020-09-21 00:00:00,24985334,product purchase
2020-09-22 00:00:00,24472958,product purchase
2020-09-23 00:00:00,28885020,product purchase
2020-09-24 00:00:00,30549579,product purchase
2020-09-25 00:00:00,37350585,product purchase
2020-09-26 00:00:00,39567181,product purchase
2020-09-27 00:00:00,34241153,product purchase
2020-09-28 00:00:00,30435843,product purchase
2020-09-29 00:00:00,40109512,product purchase
2020-09-30 00:00:00,43082659,product purchase
2020-10-01 00:00:00,65349816,product purchase
2020-10-02 00:00:00,65748920,product purchase
2020-10-03 00:00:00,61918160,product purchase
2020-10-04 00:00:00,52349354,product purchase
2020-10-05 00:00:00,55093656,product purchase
2020-10-06 00:00:00,68711746,product purchase
2020-10-07 00:00:00,53840726,product purchase
2020-10-08 00:00:00,56593222,product purchase
2020-10-09 00:00:00,91603437,product purchase
2020-10-10 00:00:00,74830133,product purchase
2020-10-11 00:00:00,56618380,product purchase
2020-10-12 00:00:00,46025108,product purchase
2020-10-13 00:00:00,37264360,product purchase
2020-10-14 00:00:00,42572486,product purchase
2020-10-15 00:00:00,42705782,product purchase
2020-10-16 00:00:00,53242209,product purchase
2020-10-17 00:00:00,51479396,product purchase
2020-10-18 00:00:00,43367033,product purchase
2020-10-19 00:00:00,33047221,product purchase
2020-10-20 00:00:00,45335542,product purchase
2020-10-21 00:00:00,42359453,product purchase
2020-10-22 00:00:00,39278238,product purchase
2020-10-23 00:00:00,45989421,product purchase
2020-10-24 00:00:00,67194202,product purchase
2020-10-25 00:00:00,48061575,product purchase
2020-10-26 00:00:00,38289652,product purchase
2020-10-27 00:00:00,38260142,product purchase
2020-10-28 00:00:00,37160972,product purchase
2020-10-29 00:00:00,44149977,product purchase
2020-10-30 00:00:00,60003532,product purchase
2020-10-31 00:00:00,57195682,product purchase
2020-11-01 00:00:00,48569575,product purchase
2020-11-02 00:00:00,44053176,product purchase
2020-11-03 00:00:00,32846924,product purchase
2020-11-04 00:00:00,32175819,product purchase
2020-11-05 00:00:00,41020055,product purchase
2020-11-06 00:00:00,57065227,product purchase
2020-11-07 00:00:00,59405008,product purchase
2020-11-08 00:00:00,55019748,product purchase
2020-11-09 00:00:00,48306896,product purchase
2020-11-10 00:00:00,56869919,product purchase
2020-11-11 00:00:00,65090249,product purchase
2020-11-12 00:00:00,77022050,product purchase
2020-11-13 00:00:00,102202022,product purchase
2020-11-14 00:00:00,89509099,product purchase
2020-11-15 00:00:00,67951368,product purchase
2020-11-16 00:00:00,50336088,product purchase
2020-11-17 00:00:00,44960394,product purchase
2020-11-18 00:00:00,45020719,product purchase
2020-11-19 00:00:00,57843470,product purchase
2020-11-20 00:00:00,71605342,product purchase
2020-11-21 00:00:00,84099967,product purchase
2020-11-22 00:00:00,63317348,product purchase
2020-11-23 00:00:00,48991200,product purchase
2020-11-24 00:00:00,47253086,product purchase
2020-11-25 00:00:00,52712503,product purchase
2020-11-26 00:00:00,65588184,product purchase
2020-11-27 00:00:00,108786184,product purchase
2020-11-28 00:00:00,89875639,product purchase
2020-11-29 00:00:00,71702015,product purchase
2020-11-30 00:00:00,66522772,product purchase
2020-12-01 00:00:00,55681756,product purchase
2020-12-02 00:00:00,61903502,product purchase
2020-12-03 00:00:00,47754633,product purchase
2020-12-04 00:00:00,64425104,product purchase
2020-12-05 00:00:00,70113978,product purchase
2020-12-06 00:00:00,59972835,product purchase
2020-12-07 00:00:00,51064917,product purchase
2020-12-08 00:00:00,53656506,product purchase
2020-12-09 00:00:00,69843817,product purchase
2020-12-10 00:00:00,90389427,product purchase
2020-12-11 00:00:00,94928860,product purchase
2020-12-12 00:00:00,104848302,product purchase
2020-12-13 00:00:00,75319876,product purchase
2020-12-14 00:00:00,57889049,product purchase
2020-12-15 00:00:00,48137872,product purchase
2020-12-16 00:00:00,59704177,product purchase
2020-12-17 00:00:00,56600888,product purchase
2020-12-18 00:00:00,60669815,product purchase
2020-12-19 00:00:00,68990034,product purchase
2020-12-20 00:00:00,62206258,product purchase
2020-12-21 00:00:00,58876154,product purchase
2020-12-22 00:00:00,73536119,product purchase
2020-12-23 00:00:00,77764930,product purchase
2020-12-24 00:00:00,99237364,product purchase
2020-12-25 00:00:00,174074002,product purchase
2020-12-26 00:00:00,116219817,product purchase
2020-12-27 00:00:00,92159503,product purchase
2020-12-28 00:00:00,74652800,product purchase
2020-12-29 00:00:00,64021963,product purchase
2020-12-30 00:00:00,64891304,product purchase
2020-12-31 00:00:00,69630296,product purchase
2021-01-01 00:00:00,74558543,product purchase
2021-01-02 00:00:00,70271740,product purchase
2021-01-03 00:00:00,59816447,product purchase
2021-01-04 00:00:00,51277411,product purchase
2021-01-05 00:00:00,52979156,product purchase
2021-01-06 00:00:00,58468273,product purchase
2021-01-07 00:00:00,52551859,product purchase
2021-01-08 00:00:00,60758289,product purchase
2021-01-09 00:00:00,63956239,product purchase
2021-01-10 00:00:00,53141494,product purchase
2021-01-11 00:00:00,42287770,product purchase
2021-01-12 00:00:00,45140886,product purchase
2021-01-13 00:00:00,43751777,product purchase
2021-01-14 00:00:00,48149238,product purchase
2021-01-15 00:00:00,52945134,product purchase
2021-01-16 00:00:00,57536693,product purchase
2021-01-17 00:00:00,53237767,product purchase
2021-01-18 00:00:00,44678441,product purchase
2021-01-19 00:00:00,41730683,product purchase
2021-01-20 00:00:00,39032776,product purchase
2021-01-21 00:00:00,41348373,product purchase
2021-01-22 00:00:00,72191396,product purchase
2021-01-23 00:00:00,67097210,product purchase
2021-01-24 00:00:00,62662139,product purchase
2021-01-25 00:00:00,49991597,product purchase
2021-01-26 00:00:00,47712415,product purchase
2021-01-27 00:00:00,45949758,product purchase
2021-01-28 00:00:00,53065204,product purchase
2021-01-29 00:00:00,62656372,product purchase
2021-01-30 00:00:00,62546670,product purchase
2021-01-31 00:00:00,56713511,product purchase
2021-02-01 00:00:00,47757077,product purchase
2021-02-02 00:00:00,41803581,product purchase
2021-02-03 00:00:00,52706910,product purchase
2021-02-04 00:00:00,41271888,product purchase
